2024-10-23 09:35:44.434 [main] INFO  io.tiklab.dsm.executer.SQLFileExecuter - execute sql command:COMMENT ON COLUMN pcs_prc_dm_role_user.dmRole_id IS '项目角色 ID' 
2024-10-23 09:35:44.437 [main] INFO  io.tiklab.dsm.executer.SQLFileExecuter - execute sql command:COMMENT ON COLUMN pcs_prc_dm_role_user.domain_id IS '项目域 ID' 
2024-10-23 09:35:44.440 [main] INFO  io.tiklab.dsm.executer.SQLFileExecuter - execute sql command:COMMENT ON COLUMN pcs_prc_dm_role_user.user_id IS '用户 ID' 
2024-10-23 09:35:44.443 [main] INFO  io.tiklab.dsm.executer.SQLFileExecuter - execute sql command:CREATE TABLE pcs_prc_dm_role_vuser ( id VARCHAR(32) PRIMARY KEY , dmRole_id VARCHAR(32) NOT NULL , domain_id VARCHAR(32) NOT NULL , vuser_id VARCHAR(32) NOT NULL ) 
2024-10-23 09:35:44.474 [main] INFO  io.tiklab.dsm.executer.SQLFileExecuter - execute sql command:COMMENT ON COLUMN pcs_prc_dm_role_vuser.id IS '项目角色虚拟用户组关联 ID' 
2024-10-23 09:35:44.477 [main] INFO  io.tiklab.dsm.executer.SQLFileExecuter - execute sql command:COMMENT ON COLUMN pcs_prc_dm_role_vuser.dmRole_id IS '项目角色 ID' 
2024-10-23 09:35:44.479 [main] INFO  io.tiklab.dsm.executer.SQLFileExecuter - execute sql command:COMMENT ON COLUMN pcs_prc_dm_role_vuser.domain_id IS '项目域 ID' 
2024-10-23 09:35:44.481 [main] INFO  io.tiklab.dsm.executer.SQLFileExecuter - execute sql command:COMMENT ON COLUMN pcs_prc_dm_role_vuser.vuser_id IS '虚拟用户组 ID' 
2024-10-23 09:35:44.484 [main] INFO  io.tiklab.dsm.executer.SQLFileExecuter - execute sql command:CREATE TABLE pcs_prc_dm_role_user_group ( id VARCHAR(32) PRIMARY KEY , dmRole_id VARCHAR(32) NOT NULL , domain_id VARCHAR(32) NOT NULL , group_id VARCHAR(32) NOT NULL ) 
2024-10-23 09:35:44.507 [main] INFO  io.tiklab.dsm.executer.SQLFileExecuter - execute sql command:COMMENT ON COLUMN pcs_prc_dm_role_user_group.id IS 'ID' 
2024-10-23 09:35:44.510 [main] INFO  io.tiklab.dsm.executer.SQLFileExecuter - execute sql command:COMMENT ON COLUMN pcs_prc_dm_role_user_group.dmRole_id IS '项目角色 ID' 
2024-10-23 09:35:44.512 [main] INFO  io.tiklab.dsm.executer.SQLFileExecuter - execute sql command:COMMENT ON COLUMN pcs_prc_dm_role_user_group.domain_id IS '项目域 ID' 
2024-10-23 09:35:44.514 [main] INFO  io.tiklab.dsm.executer.SQLFileExecuter - execute sql command:COMMENT ON COLUMN pcs_prc_dm_role_user_group.group_id IS '用户组 ID' 
2024-10-23 09:35:44.517 [main] INFO  io.tiklab.dsm.executer.SQLFileExecuter - execute sql command:INSERT INTO pcs_prc_function (id, name, code, parent_function_id, sort, type) VALUES ('5fb7863b09a8', '成员', 'user', NULL, 3, '1') 
2024-10-23 09:35:44.522 [main] INFO  io.tiklab.dsm.executer.SQLFileExecuter - execute sql command:INSERT INTO pcs_prc_function (id, name, code, parent_function_id, sort, type) VALUES ('57a3bcd1e5fe', '添加用户', 'user_add_user', '5fb7863b09a8', 15, '1') 
2024-10-23 09:35:44.524 [main] INFO  io.tiklab.dsm.executer.SQLFileExecuter - execute sql command:INSERT INTO pcs_prc_function (id, name, code, parent_function_id, sort, type) VALUES ('428be660dea3', '编辑用户', 'user_update_user', '5fb7863b09a8', 16, '1') 
2024-10-23 09:35:44.526 [main] INFO  io.tiklab.dsm.executer.SQLFileExecuter - execute sql command:INSERT INTO pcs_prc_function (id, name, code, parent_function_id, sort, type) VALUES ('dd81bdbb52bc', '删除用户', 'user_delete_user', '5fb7863b09a8', 17, '1') 
2024-10-23 09:35:44.529 [main] INFO  io.tiklab.dsm.executer.SQLFileExecuter - execute sql command:INSERT INTO pcs_prc_function (id, name, code, parent_function_id, sort, type) VALUES ('9633d9475886', '修改角色', 'user_update_role', '5fb7863b09a8', 18, '1') 
2024-10-23 09:35:44.531 [main] INFO  io.tiklab.dsm.executer.SQLFileExecuter - execute sql command:INSERT INTO pcs_prc_function (id, name, code, parent_function_id, sort, type) VALUES ('6b61fbe5091a', '部门', 'orga', NULL, 2, '1') 
2024-10-23 09:35:44.532 [main] INFO  io.tiklab.dsm.executer.SQLFileExecuter - execute sql command:INSERT INTO pcs_prc_function (id, name, code, parent_function_id, sort, type) VALUES ('9c99b8a096c8', '添加组织', 'orga_add_orga', '6b61fbe5091a', 11, '1') 
2024-10-23 09:35:44.535 [main] INFO  io.tiklab.dsm.executer.SQLFileExecuter - execute sql command:INSERT INTO pcs_prc_function (id, name, code, parent_function_id, sort, type) VALUES ('cb954a7c0be3', '添加用户', 'orga_add_user', '6b61fbe5091a', 12, '1') 
2024-10-23 09:35:44.537 [main] INFO  io.tiklab.dsm.executer.SQLFileExecuter - execute sql command:INSERT INTO pcs_prc_function (id, name, code, parent_function_id, sort, type) VALUES ('325c2503007f', '编辑组织', 'orga_update_orga', '6b61fbe5091a', 13, '1') 
2024-10-23 09:35:44.539 [main] INFO  io.tiklab.dsm.executer.SQLFileExecuter - execute sql command:INSERT INTO pcs_prc_function (id, name, code, parent_function_id, sort, type) VALUES ('e8bf9843bc9d', '删除组织', 'orga_delete_orga', '6b61fbe5091a', 14, '1') 
2024-10-23 09:35:44.542 [main] INFO  io.tiklab.dsm.executer.SQLFileExecuter - execute sql command:INSERT INTO pcs_prc_function (id, name, code, parent_function_id, sort, type) VALUES ('585d26bcbdf3', '用户目录', 'user_dir', NULL, 4, '1') 
2024-10-23 09:35:44.544 [main] INFO  io.tiklab.dsm.executer.SQLFileExecuter - execute sql command:INSERT INTO pcs_prc_function (id, name, code, parent_function_id, sort, type) VALUES ('043e412151db', '同步数据', 'user_dir_sync', '585d26bcbdf3', 19, '1') 
2024-10-23 09:35:44.547 [main] INFO  io.tiklab.dsm.executer.SQLFileExecuter - execute sql command:INSERT INTO pcs_prc_function (id, name, code, parent_function_id, sort, type) VALUES ('925371be8ec6', '开启', 'user_dir_open', '585d26bcbdf3', 20, '1') 
2024-10-23 09:35:44.549 [main] INFO  io.tiklab.dsm.executer.SQLFileExecuter - execute sql command:INSERT INTO pcs_prc_function (id, name, code, parent_function_id, sort, type) VALUES ('890e7d41decf', '配置', 'user_dir_config', '585d26bcbdf3', 22, '1') 
2024-10-23 09:35:44.551 [main] INFO  io.tiklab.dsm.executer.SQLFileExecuter - execute sql command:INSERT INTO pcs_prc_function (id, name, code, parent_function_id, sort, type) VALUES ('447d9998fc00', '禁止', 'user_dir_forbid', '585d26bcbdf3', 21, '1') 
2024-10-23 09:35:44.552 [main] INFO  io.tiklab.dsm.executer.SQLFileExecuter - execute sql command:INSERT INTO pcs_prc_function (id, name, code, parent_function_id, sort, type) VALUES ('4235d2624bdf', '用户组', 'user_group', NULL, 5, '1') 
2024-10-23 09:35:44.555 [main] INFO  io.tiklab.dsm.executer.SQLFileExecuter - execute sql command:INSERT INTO pcs_prc_function (id, name, code, parent_function_id, sort, type) VALUES ('hf43e412151e', '添加用户组', 'user_add_group', '4235d2624bdf', 23, '1') 
2024-10-23 09:35:44.557 [main] INFO  io.tiklab.dsm.executer.SQLFileExecuter - execute sql command:INSERT INTO pcs_prc_function (id, name, code, parent_function_id, sort, type) VALUES ('hfg5371be8ec', '更新用户组', 'user_update_group', '4235d2624bdf', 24, '1') 
2024-10-23 09:35:44.560 [main] INFO  io.tiklab.dsm.executer.SQLFileExecuter - execute sql command:INSERT INTO pcs_prc_function (id, name, code, parent_function_id, sort, type) VALUES ('oug5371be8ec', '添加成员', 'user_add_group_user', '4235d2624bdf', 27, '1') 
2024-10-23 09:35:44.562 [main] INFO  io.tiklab.dsm.executer.SQLFileExecuter - execute sql command:INSERT INTO pcs_prc_function (id, name, code, parent_function_id, sort, type) VALUES ('43e7d41decf7', '删除用户组', 'user_delete_group', '4235d2624bdf', 25, '1') 
2024-10-23 09:35:44.565 [main] INFO  io.tiklab.dsm.executer.SQLFileExecuter - execute sql command:INSERT INTO pcs_prc_function (id, name, code, parent_function_id, sort, type) VALUES ('wqre9998fc00', '删除成员', 'user_delete_group_user', '4235d2624bdf', 26, '1') 
2024-10-23 09:35:44.567 [main] INFO  io.tiklab.dsm.executer.SQLFileExecuter - execute sql command:INSERT INTO pcs_prc_function (id, name, code, parent_function_id, sort, type) VALUES ('64bdf62686a4', '版本与许可证', 'version', NULL, 10, '1') 
2024-10-23 09:35:44.570 [main] INFO  io.tiklab.dsm.executer.SQLFileExecuter - execute sql command:alter table pcs_prc_role add business_type INT DEFAULT 0  
2024-10-23 09:35:44.572 [main] INFO  io.tiklab.dsm.executer.SQLFileExecuter - execute sql command:COMMENT ON COLUMN pcs_prc_role.business_type IS '标识业务类型，0:普通角色 1： 超级管理员角色' 
2024-10-23 09:35:44.574 [main] INFO  io.tiklab.dsm.executer.SQLFileExecuter - execute sql command:alter table pcs_prc_role add default_role INT DEFAULT 0 
2024-10-23 09:35:44.577 [main] INFO  io.tiklab.dsm.executer.SQLFileExecuter - execute sql command:COMMENT ON COLUMN pcs_prc_role.default_role IS '标记默认角色，0:普通角色 1： 默认角色' 
2024-10-23 09:35:44.579 [main] INFO  io.tiklab.dsm.executer.SQLFileExecuter - execute sql command:INSERT INTO pcs_prc_role_user (id, role_id, user_id) VALUES ('1', '1',  '111111') 
2024-10-23 09:35:44.581 [main] INFO  io.tiklab.dsm.executer.SQLFileExecuter - execute sql command:alter table pcs_prc_role add  scope INT DEFAULT 1; -- COMMENT '作用域， 1： 系统和项目角色， 2：项目域的角色，grouper是自定义的' 
2024-10-23 09:35:44.584 [main] INFO  io.tiklab.dsm.executer.SQLFileExecuter - execute sql command:COMMENT ON COLUMN pcs_prc_role.scope IS '作用域， 1： 系统和项目角色， 2：项目域的角色，grouper是自定义的' 
2024-10-23 09:35:44.629 [main] INFO  io.tiklab.dsm.executer.SQLFileExecuter - execute sql command:CREATE TABLE pcs_ucc_user( id VARCHAR(32) PRIMARY KEY, name VARCHAR(32) NULL, phone VARCHAR(32) NULL, email VARCHAR(64) NULL, dir_id VARCHAR(32), create_time TIMESTAMP NOT NULL DEFAULT CURRENT_TIMESTAMP, nickname varchar(32), avatar varchar(256), password  VARCHAR(256), status INT NOT NULL DEFAULT 1, type INT NOT NULL DEFAULT 0 ) 
2024-10-23 09:35:44.691 [main] INFO  io.tiklab.dsm.executer.SQLFileExecuter - execute sql command:COMMENT ON COLUMN pcs_ucc_user.id IS '主键' 
2024-10-23 09:35:44.694 [main] INFO  io.tiklab.dsm.executer.SQLFileExecuter - execute sql command:COMMENT ON COLUMN pcs_ucc_user.name IS '账号' 
2024-10-23 09:35:44.696 [main] INFO  io.tiklab.dsm.executer.SQLFileExecuter - execute sql command:COMMENT ON COLUMN pcs_ucc_user.phone IS '手机号' 
2024-10-23 09:35:44.698 [main] INFO  io.tiklab.dsm.executer.SQLFileExecuter - execute sql command:COMMENT ON COLUMN pcs_ucc_user.email IS '邮箱' 
2024-10-23 09:35:44.700 [main] INFO  io.tiklab.dsm.executer.SQLFileExecuter - execute sql command:COMMENT ON COLUMN pcs_ucc_user.dir_id IS '用户目录类型id' 
2024-10-23 09:35:44.703 [main] INFO  io.tiklab.dsm.executer.SQLFileExecuter - execute sql command:COMMENT ON COLUMN pcs_ucc_user.create_time IS '创建时间' 
2024-10-23 09:35:44.705 [main] INFO  io.tiklab.dsm.executer.SQLFileExecuter - execute sql command:COMMENT ON COLUMN pcs_ucc_user.nickname IS '昵称' 
2024-10-23 09:35:44.707 [main] INFO  io.tiklab.dsm.executer.SQLFileExecuter - execute sql command:COMMENT ON COLUMN pcs_ucc_user.avatar IS '头像' 
2024-10-23 09:35:44.710 [main] INFO  io.tiklab.dsm.executer.SQLFileExecuter - execute sql command:COMMENT ON COLUMN pcs_ucc_user.password IS '密码' 
2024-10-23 09:35:44.711 [main] INFO  io.tiklab.dsm.executer.SQLFileExecuter - execute sql command:COMMENT ON COLUMN pcs_ucc_user.status IS '0:软删除，1：活跃中，2：禁用' 
2024-10-23 09:35:44.714 [main] INFO  io.tiklab.dsm.executer.SQLFileExecuter - execute sql command:COMMENT ON COLUMN pcs_ucc_user.type IS '标识业务类型，0:普通 1： 超级管理员' 
2024-10-23 09:35:44.716 [main] INFO  io.tiklab.dsm.executer.SQLFileExecuter - execute sql command:CREATE TABLE pcs_ucc_dingding_directory_config( id VARCHAR(32) PRIMARY KEY, app_secret VARCHAR(64) NOT NULL, app_key VARCHAR(64) NOT NULL, rel_directory VARCHAR(32) NOT NULL, url VARCHAR(64) NOT NULL, redirect_uri VARCHAR(64) ) 
